Ppt_ERA5
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
10.265179
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
10.265179
10.265179
10.265179
10.265179
10.265179
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
9.370163
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
5.4759803
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
5.0626583
5.0626583
5.0626583
5.0626583
5.0626583
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
5.0626583
5.0626583
5.0626583
5.0626583
5.0626583
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
5.0626583
5.0626583
5.0626583
5.0626583
5.0626583
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
5.0626583
5.0626583
5.0626583
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
5.0626583
5.0626583
5.0626583
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
5.0626583
5.0626583
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
11.964053
10.696824
10.696824
10.696824
10.696824
10.696824
10.696824
